seed,fold,model,condition,round,mean_pairwise_l2
0,2,LR,1.0,15,0.107888
0,2,LR,1.0,16,0.108094
0,2,LR,1.0,17,0.108282
0,2,LR,1.0,18,0.108456
0,2,LR,1.0,19,0.108617
0,2,LR,0.5,0,0.373451
0,2,LR,0.5,1,0.367618
0,2,LR,0.5,2,0.362368
0,2,LR,0.5,3,0.358525
0,2,LR,0.5,4,0.355738
0,2,LR,0.5,5,0.353659
0,2,LR,0.5,6,0.352053
0,2,LR,0.5,7,0.35077
0,2,LR,0.5,8,0.349711
0,2,LR,0.5,9,0.348814
0,2,LR,0.5,10,0.348036
0,2,LR,0.5,11,0.347348
0,2,LR,0.5,12,0.346733
0,2,LR,0.5,13,0.346176
0,2,LR,0.5,14,0.345667
0,2,LR,0.5,15,0.345201
0,2,LR,0.5,16,0.344772
0,2,LR,0.5,17,0.344375
0,2,LR,0.5,18,0.344008
0,2,LR,0.5,19,0.343668
0,2,LR,0.1,0,0.530613
0,2,LR,0.1,1,0.522025
0,2,LR,0.1,2,0.516039
0,2,LR,0.1,3,0.511215
0,2,LR,0.1,4,0.507223
0,2,LR,0.1,5,0.503865
0,2,LR,0.1,6,0.500996
0,2,LR,0.1,7,0.49851
0,2,LR,0.1,8,0.496328
0,2,LR,0.1,9,0.49439
0,2,LR,0.1,10,0.49265
0,2,LR,0.1,11,0.491076
0,2,LR,0.1,12,0.489639
0,2,LR,0.1,13,0.48832
0,2,LR,0.1,14,0.487103
0,2,LR,0.1,15,0.485973
0,2,LR,0.1,16,0.484922
0,2,LR,0.1,17,0.48394
0,2,LR,0.1,18,0.48302
0,2,LR,0.1,19,0.482157
0,2,LR,natural,0,0.299377
0,2,LR,natural,1,0.295208
0,2,LR,natural,2,0.290794
0,2,LR,natural,3,0.287306
0,2,LR,natural,4,0.284433
0,2,LR,natural,5,0.281919
0,2,LR,natural,6,0.279623
0,2,LR,natural,7,0.27747
0,2,LR,natural,8,0.275422
0,2,LR,natural,9,0.273458
0,2,LR,natural,10,0.271569
0,2,LR,natural,11,0.269751
0,2,LR,natural,12,0.268001
0,2,LR,natural,13,0.266317
0,2,LR,natural,14,0.2647
0,2,LR,natural,15,0.263147
0,2,LR,natural,16,0.261658
0,2,LR,natural,17,0.260231
0,2,LR,natural,18,0.258864
0,2,LR,natural,19,0.257556
0,2,MLP,100,0,0.16475
0,2,MLP,100,1,0.145693
0,2,MLP,100,2,0.156661
0,2,MLP,100,3,0.175191
0,2,MLP,100,4,0.203543
0,2,MLP,100,5,0.238632
0,2,MLP,100,6,0.264522
0,2,MLP,100,7,0.286408
0,2,MLP,100,8,0.280965
0,2,MLP,100,9,0.306333
0,2,MLP,100,10,0.256716
0,2,MLP,100,11,0.298347
0,2,MLP,100,12,0.228659
0,2,MLP,100,13,0.280533
0,2,MLP,100,14,0.22793
0,2,MLP,100,15,0.27838
0,2,MLP,100,16,0.232406
0,2,MLP,100,17,0.280032
0,2,MLP,100,18,0.237309
0,2,MLP,100,19,0.284075
0,2,MLP,1.0,0,0.238786
0,2,MLP,1.0,1,0.206417
0,2,MLP,1.0,2,0.208165
0,2,MLP,1.0,3,0.225837
0,2,MLP,1.0,4,0.260824
0,2,MLP,1.0,5,0.30051
0,2,MLP,1.0,6,0.33733
0,2,MLP,1.0,7,0.329877
0,2,MLP,1.0,8,0.329763
0,2,MLP,1.0,9,0.357649
0,2,MLP,1.0,10,0.31243
0,2,MLP,1.0,11,0.328519
0,2,MLP,1.0,12,0.316755
0,2,MLP,1.0,13,0.314793
0,2,MLP,1.0,14,0.31926
0,2,MLP,1.0,15,0.310706
0,2,MLP,1.0,16,0.319623
0,2,MLP,1.0,17,0.30899
0,2,MLP,1.0,18,0.319462
0,2,MLP,1.0,19,0.308828
0,2,MLP,0.5,0,0.867962
0,2,MLP,0.5,1,0.757678
0,2,MLP,0.5,2,0.677206
0,2,MLP,0.5,3,0.646261
0,2,MLP,0.5,4,0.628807
0,2,MLP,0.5,5,0.620846
0,2,MLP,0.5,6,0.616561
0,2,MLP,0.5,7,0.615469
0,2,MLP,0.5,8,0.617321
0,2,MLP,0.5,9,0.621297
0,2,MLP,0.5,10,0.625899
0,2,MLP,0.5,11,0.630086
0,2,MLP,0.5,12,0.63313
0,2,MLP,0.5,13,0.634627
0,2,MLP,0.5,14,0.634718
0,2,MLP,0.5,15,0.634205
0,2,MLP,0.5,16,0.634097
0,2,MLP,0.5,17,0.634996
0,2,MLP,0.5,18,0.637072
0,2,MLP,0.5,19,0.64049
0,2,MLP,0.1,0,1.020983
0,2,MLP,0.1,1,1.08731
0,2,MLP,0.1,2,1.211705
0,2,MLP,0.1,3,1.293337
0,2,MLP,0.1,4,1.302213
0,2,MLP,0.1,5,1.343083
0,2,MLP,0.1,6,0.914206
0,2,MLP,0.1,7,1.200598
0,2,MLP,0.1,8,1.219039
0,2,MLP,0.1,9,1.438787
0,2,MLP,0.1,10,1.070371
0,2,MLP,0.1,11,1.073862
0,2,MLP,0.1,12,1.065243
0,2,MLP,0.1,13,1.122761
0,2,MLP,0.1,14,1.13192
0,2,MLP,0.1,15,0.979629
0,2,MLP,0.1,16,1.132356
0,2,MLP,0.1,17,1.056344
0,2,MLP,0.1,18,1.168003
0,2,MLP,0.1,19,1.122457
0,2,MLP,natural,0,0.744012
0,2,MLP,natural,1,0.622253
0,2,MLP,natural,2,0.568393
0,2,MLP,natural,3,0.534636
0,2,MLP,natural,4,0.511193
0,2,MLP,natural,5,0.493525
0,2,MLP,natural,6,0.485114
0,2,MLP,natural,7,0.485834
0,2,MLP,natural,8,0.488346
0,2,MLP,natural,9,0.487701
0,2,MLP,natural,10,0.484773
0,2,MLP,natural,11,0.480847
0,2,MLP,natural,12,0.476784
0,2,MLP,natural,13,0.472854
0,2,MLP,natural,14,0.469157
0,2,MLP,natural,15,0.465675
0,2,MLP,natural,16,0.462395
0,2,MLP,natural,17,0.459302
0,2,MLP,natural,18,0.456395
0,2,MLP,natural,19,0.453682
0,3,LR,100,0,0.064445
0,3,LR,100,1,0.060252
0,3,LR,100,2,0.058555
0,3,LR,100,3,0.057521
0,3,LR,100,4,0.056872
0,3,LR,100,5,0.056452
0,3,LR,100,6,0.056167
0,3,LR,100,7,0.055964
0,3,LR,100,8,0.055809
0,3,LR,100,9,0.055685
0,3,LR,100,10,0.05558
0,3,LR,100,11,0.055487
0,3,LR,100,12,0.055403
0,3,LR,100,13,0.055326
0,3,LR,100,14,0.055256
0,3,LR,100,15,0.05519
0,3,LR,100,16,0.05513
0,3,LR,100,17,0.055074
0,3,LR,100,18,0.055023
0,3,LR,100,19,0.054976
0,3,LR,1.0,0,0.09857
0,3,LR,1.0,1,0.098851
0,3,LR,1.0,2,0.100349
0,3,LR,1.0,3,0.101966
0,3,LR,1.0,4,0.103506
0,3,LR,1.0,5,0.104891
0,3,LR,1.0,6,0.106097
0,3,LR,1.0,7,0.107129
0,3,LR,1.0,8,0.108002
0,3,LR,1.0,9,0.108736
0,3,LR,1.0,10,0.109352
0,3,LR,1.0,11,0.109868
0,3,LR,1.0,12,0.110301
0,3,LR,1.0,13,0.110666
0,3,LR,1.0,14,0.110975
0,3,LR,1.0,15,0.111238
0,3,LR,1.0,16,0.111464
0,3,LR,1.0,17,0.111659
0,3,LR,1.0,18,0.11183
0,3,LR,1.0,19,0.11198
0,3,LR,0.5,0,0.367676
0,3,LR,0.5,1,0.362526
0,3,LR,0.5,2,0.357817
0,3,LR,0.5,3,0.354555
0,3,LR,0.5,4,0.352338
0,3,LR,0.5,5,0.350785
0,3,LR,0.5,6,0.349648
0,3,LR,0.5,7,0.348773
0,3,LR,0.5,8,0.348065
0,3,LR,0.5,9,0.347464
0,3,LR,0.5,10,0.346933
0,3,LR,0.5,11,0.346449
0,3,LR,0.5,12,0.345999
0,3,LR,0.5,13,0.345574
0,3,LR,0.5,14,0.345168
0,3,LR,0.5,15,0.34478
0,3,LR,0.5,16,0.344407
0,3,LR,0.5,17,0.344049
0,3,LR,0.5,18,0.343704
0,3,LR,0.5,19,0.343373
0,3,LR,0.1,0,0.530272
0,3,LR,0.1,1,0.520318
0,3,LR,0.1,2,0.513363
0,3,LR,0.1,3,0.507743
0,3,LR,0.1,4,0.503078
0,3,LR,0.1,5,0.499145
0,3,LR,0.1,6,0.495783
0,3,LR,0.1,7,0.492873
0,3,LR,0.1,8,0.490324
0,3,LR,0.1,9,0.488066
0,3,LR,0.1,10,0.486049
0,3,LR,0.1,11,0.484229
0,3,LR,0.1,12,0.482577
0,3,LR,0.1,13,0.481067
0,3,LR,0.1,14,0.479678
0,3,LR,0.1,15,0.478396
0,3,LR,0.1,16,0.477207
0,3,LR,0.1,17,0.4761
0,3,LR,0.1,18,0.475067
0,3,LR,0.1,19,0.4741
0,3,LR,natural,0,0.288621
0,3,LR,natural,1,0.281932
0,3,LR,natural,2,0.276489
0,3,LR,natural,3,0.272251
0,3,LR,natural,4,0.268804
0,3,LR,natural,5,0.265856
0,3,LR,natural,6,0.263237
0,3,LR,natural,7,0.260848
0,3,LR,natural,8,0.258632
0,3,LR,natural,9,0.256554
0,3,LR,natural,10,0.254592
0,3,LR,natural,11,0.252732
0,3,LR,natural,12,0.250964
0,3,LR,natural,13,0.249282
0,3,LR,natural,14,0.247679
0,3,LR,natural,15,0.246152
0,3,LR,natural,16,0.244695
0,3,LR,natural,17,0.243307
0,3,LR,natural,18,0.241982
0,3,LR,natural,19,0.240719
0,3,MLP,100,0,0.187076
0,3,MLP,100,1,0.170357
0,3,MLP,100,2,0.168899
0,3,MLP,100,3,0.179275
0,3,MLP,100,4,0.205575
0,3,MLP,100,5,0.246238
0,3,MLP,100,6,0.281231
0,3,MLP,100,7,0.301388
0,3,MLP,100,8,0.301504
0,3,MLP,100,9,0.305245
0,3,MLP,100,10,0.283335
0,3,MLP,100,11,0.296569
0,3,MLP,100,12,0.250671
0,3,MLP,100,13,0.284688
0,3,MLP,100,14,0.215839
0,3,MLP,100,15,0.268816
0,3,MLP,100,16,0.200723
0,3,MLP,100,17,0.257639
0,3,MLP,100,18,0.201638
0,3,MLP,100,19,0.253322
0,3,MLP,1.0,0,0.236284
0,3,MLP,1.0,1,0.206991
0,3,MLP,1.0,2,0.202066
0,3,MLP,1.0,3,0.208353
0,3,MLP,1.0,4,0.230637
0,3,MLP,1.0,5,0.272497
0,3,MLP,1.0,6,0.310518
0,3,MLP,1.0,7,0.323298
0,3,MLP,1.0,8,0.325289
0,3,MLP,1.0,9,0.323074
0,3,MLP,1.0,10,0.319529
0,3,MLP,1.0,11,0.315719
0,3,MLP,1.0,12,0.311849
0,3,MLP,1.0,13,0.308163
0,3,MLP,1.0,14,0.304696
0,3,MLP,1.0,15,0.301472
0,3,MLP,1.0,16,0.298519
0,3,MLP,1.0,17,0.29581
0,3,MLP,1.0,18,0.293349
0,3,MLP,1.0,19,0.291112
0,3,MLP,0.5,0,0.829567
0,3,MLP,0.5,1,0.705523
0,3,MLP,0.5,2,0.636475
0,3,MLP,0.5,3,0.610146
0,3,MLP,0.5,4,0.60507
0,3,MLP,0.5,5,0.605267
0,3,MLP,0.5,6,0.604288
0,3,MLP,0.5,7,0.60205
0,3,MLP,0.5,8,0.600758
0,3,MLP,0.5,9,0.59899
0,3,MLP,0.5,10,0.5962
0,3,MLP,0.5,11,0.59308
0,3,MLP,0.5,12,0.590631
0,3,MLP,0.5,13,0.588478
0,3,MLP,0.5,14,0.5863
0,3,MLP,0.5,15,0.584018
0,3,MLP,0.5,16,0.581673
0,3,MLP,0.5,17,0.579575
0,3,MLP,0.5,18,0.578402
0,3,MLP,0.5,19,0.579019
0,3,MLP,0.1,0,1.017688
0,3,MLP,0.1,1,1.088106
0,3,MLP,0.1,2,1.224498
0,3,MLP,0.1,3,1.296858
0,3,MLP,0.1,4,1.324952
0,3,MLP,0.1,5,1.298129
0,3,MLP,0.1,6,1.024873
0,3,MLP,0.1,7,1.160421
0,3,MLP,0.1,8,1.063049
0,3,MLP,0.1,9,1.063983
0,3,MLP,0.1,10,1.170124
0,3,MLP,0.1,11,1.086103
0,3,MLP,0.1,12,1.18154
0,3,MLP,0.1,13,0.90416
0,3,MLP,0.1,14,1.187528
