arm,alpha,seed,f1,auroc,accuracy,rounds_to_converge,wall_clock_sec,n_qubits,circuit_depth
arm4,1.0,2,0.757,0.8204,0.7174,,534.63,6,3
arm4,1.0,2,0.7343,0.7694,0.7011,,548.26,6,3
arm4,1.0,2,0.7122,0.7577,0.6793,,514.86,6,3
arm4,1.0,3,0.6888,0.6506,0.5924,,520.02,6,3
arm4,1.0,3,0.7391,0.7147,0.6739,,522.37,6,3
arm4,1.0,3,0.7156,0.7147,0.663,,516.48,6,3
arm4,1.0,3,0.7679,0.7064,0.7011,,512.81,6,3
arm4,1.0,4,0.8019,0.8233,0.7717,,506.82,6,3
arm4,1.0,3,0.708,0.7101,0.6413,,517.57,6,3
arm4,1.0,4,0.78,0.8357,0.7609,,512.43,6,3
arm4,1.0,4,0.8116,0.8484,0.788,,518.57,6,3
arm4,1.0,4,0.7923,0.8016,0.7663,,514.03,6,3
arm4,1.0,4,0.7887,0.8284,0.7554,,524.3,6,3
arm4,1.0,5,0.722,0.7983,0.6902,,522.41,6,3
arm4,1.0,5,0.7742,0.8218,0.7337,,503.27,6,3
arm4,1.0,5,0.7404,0.7934,0.7065,,506.85,6,3
arm4,1.0,5,0.7805,0.8219,0.7554,,516.59,6,3
arm4,1.0,5,0.7248,0.7476,0.6739,,515.79,6,3
arm4,1.0,6,0.7289,0.7305,0.6685,,497.62,6,3
arm4,1.0,6,0.7345,0.7056,0.6739,,508.77,6,3
arm4,1.0,6,0.7574,0.7465,0.6902,,507.29,6,3
arm4,1.0,6,0.7163,0.705,0.6685,,504.32,6,3
arm4,1.0,6,0.758,0.7562,0.712,,514.42,6,3
arm4,1.0,7,0.8019,0.8513,0.7772,,498.35,6,3
arm4,1.0,7,0.7885,0.855,0.7609,,512.81,6,3
arm4,1.0,7,0.8,0.8511,0.7772,,515.05,6,3
arm4,1.0,7,0.7887,0.821,0.7554,,517.7,6,3
arm4,1.0,7,0.789,0.7752,0.75,,514.06,6,3
arm4,1.0,8,0.8019,0.8432,0.7717,,509.83,6,3
arm4,1.0,8,0.7636,0.8056,0.7174,,510.32,6,3
arm4,1.0,8,0.756,0.7879,0.7228,,510.36,6,3
arm4,1.0,8,0.7317,0.7609,0.7011,,501.96,6,3
arm4,1.0,8,0.8374,0.8552,0.8207,,506.98,6,3
arm4,1.0,9,0.7615,0.8008,0.7174,,501.14,6,3
arm4,1.0,9,0.7558,0.8001,0.712,,506.26,6,3
arm4,1.0,9,0.7324,0.755,0.6902,,507.66,6,3
arm4,1.0,9,0.7059,0.7627,0.6739,,509.08,6,3
arm4,1.0,9,0.8019,0.8418,0.7772,,505.14,6,3
arm4,0.5,0,0.7177,0.5375,0.6196,,514.24,6,3
arm4,0.5,0,0.72,0.5854,0.6196,,512.75,6,3
arm4,0.5,0,0.7407,0.6488,0.6576,,501.65,6,3
arm4,0.5,0,0.7668,0.5707,0.6793,,520.36,6,3
arm4,0.5,0,0.7426,0.6215,0.6685,,506.97,6,3
arm4,0.5,1,0.7488,0.7981,0.712,,506.57,6,3
arm4,0.5,1,0.7826,0.8054,0.7554,,501.96,6,3
arm4,0.5,1,0.7723,0.7889,0.75,,502.89,6,3
arm4,0.5,1,0.756,0.8097,0.7228,,515.15,6,3
arm4,0.5,1,0.8269,0.8785,0.8043,,511.82,6,3
arm4,0.5,2,0.7615,0.8123,0.7174,,512.57,6,3
arm4,0.5,2,0.785,0.8316,0.75,,511.58,6,3
arm4,0.5,2,0.7379,0.77,0.7065,,513.04,6,3
arm4,0.5,2,0.757,0.8175,0.7174,,510.66,6,3
arm4,0.5,2,0.7512,0.7667,0.7228,,515.52,6,3
arm4,0.5,3,0.7256,0.759,0.6793,,515.71,6,3
arm4,0.5,3,0.6937,0.712,0.6304,,512.1,6,3
arm4,0.5,3,0.7248,0.7299,0.6739,,499.8,6,3
arm4,0.5,3,0.7706,0.7798,0.7283,,515.6,6,3
arm4,0.5,3,0.7196,0.7363,0.6739,,510.71,6,3
arm4,0.5,4,0.8037,0.8208,0.7717,,513.18,6,3
arm4,0.5,4,0.7882,0.8364,0.7663,,511.37,6,3
arm4,0.5,4,0.8116,0.8511,0.788,,509.42,6,3
arm4,0.5,4,0.7944,0.8327,0.7609,,506.44,6,3
arm4,0.5,4,0.8,0.8022,0.7717,,515.03,6,3
arm4,0.5,5,0.7184,0.7844,0.6848,,512.6,6,3
arm4,0.5,5,0.7488,0.8155,0.7228,,510.1,6,3
arm4,0.5,5,0.7535,0.8033,0.712,,522.48,6,3
arm4,0.5,5,0.7097,0.7376,0.6576,,516.03,6,3
arm4,0.5,5,0.7379,0.769,0.7065,,517.55,6,3
arm4,0.5,6,0.7289,0.7298,0.6685,,515.4,6,3
arm4,0.5,6,0.7345,0.7061,0.6739,,515.18,6,3
arm4,0.5,6,0.7163,0.7046,0.6685,,512.55,6,3
arm4,0.5,6,0.7595,0.7421,0.6902,,518.67,6,3
arm4,0.5,6,0.758,0.7557,0.712,,522.66,6,3
arm4,0.5,7,0.7923,0.8537,0.7663,,521.61,6,3
arm4,0.5,7,0.7923,0.8495,0.7663,,514.86,6,3
arm4,0.5,7,0.8039,0.8495,0.7826,,528.27,6,3
arm4,0.5,7,0.7887,0.8189,0.7554,,525.07,6,3
arm4,0.5,7,0.789,0.7722,0.75,,528.93,6,3
arm4,0.5,8,0.8075,0.8459,0.7772,,515.94,6,3
arm4,0.5,8,0.7636,0.8059,0.7174,,521.2,6,3
arm4,0.5,8,0.756,0.7893,0.7228,,527.13,6,3
arm4,0.5,8,0.7317,0.7624,0.7011,,527.11,6,3
arm4,0.5,8,0.8293,0.8553,0.8098,,522.6,6,3
arm4,0.5,9,0.7615,0.8001,0.7174,,527.26,6,3
arm4,0.5,9,0.7523,0.7917,0.7065,,525.6,6,3
arm4,0.5,9,0.7358,0.7468,0.6957,,518.89,6,3
arm4,0.5,9,0.6995,0.7577,0.6685,,523.42,6,3
arm4,0.5,9,0.7788,0.8295,0.75,,525.32,6,3
arm4,0.1,0,0.7319,0.6534,0.6576,,513.49,6,3
arm4,0.1,0,0.6727,0.6626,0.6087,,524.84,6,3
arm4,0.1,0,0.7289,0.6996,0.6685,,536.02,6,3
arm4,0.1,0,0.7407,0.7197,0.6957,,513.12,6,3
arm4,0.1,0,0.7019,0.7049,0.663,,534.64,6,3
arm4,0.1,1,0.7524,0.7929,0.7174,,523.43,6,3
arm4,0.1,1,0.7619,0.7909,0.7283,,522.03,6,3
arm4,0.1,1,0.7685,0.7715,0.7446,,519.62,6,3
arm4,0.1,1,0.756,0.8043,0.7228,,525.06,6,3
arm4,0.1,1,0.7923,0.869,0.7663,,526.23,6,3
arm4,0.1,2,0.7615,0.8077,0.7174,,540.02,6,3
arm4,0.1,2,0.7793,0.825,0.7446,,528.76,6,3
arm4,0.1,2,0.7463,0.7671,0.7228,,530.9,6,3
arm4,0.1,2,0.7736,0.8142,0.7391,,536.15,6,3
arm4,0.1,2,0.7512,0.7704,0.7228,,524.04,6,3
arm4,0.1,3,0.7299,0.7646,0.6902,,526.27,6,3
arm4,0.1,3,0.6941,0.7205,0.6359,,514.02,6,3
arm4,0.1,3,0.7248,0.7229,0.6739,,513.41,6,3
arm4,0.1,3,0.7628,0.7863,0.7228,,520.83,6,3
arm4,0.1,3,0.717,0.7378,0.6739,,519.82,6,3
arm4,0.1,4,0.7923,0.8122,0.7663,,519.78,6,3
arm4,0.1,4,0.7755,0.8267,0.7609,,518.44,6,3
arm4,0.1,4,0.8077,0.836,0.7826,,526.62,6,3
arm4,0.1,4,0.7535,0.8095,0.712,,525.97,6,3
arm4,0.1,4,0.7624,0.7881,0.7391,,525.16,6,3
arm4,0.1,5,0.7343,0.78,0.7011,,512.94,6,3
arm4,0.1,5,0.757,0.8083,0.7174,,517.86,6,3
arm4,0.1,5,0.7317,0.7655,0.7011,,524.92,6,3
arm4,0.1,5,0.7097,0.737,0.6576,,525.49,6,3
arm4,0.1,5,0.7707,0.8096,0.7446,,529.09,6,3
arm4,0.1,6,0.7289,0.7302,0.6685,,537.37,6,3
arm4,0.1,6,0.7163,0.7045,0.6685,,519.15,6,3
arm4,0.1,6,0.7378,0.7065,0.6793,,534.19,6,3
arm4,0.1,6,0.75,0.7473,0.6848,,535.91,6,3
arm4,0.1,7,0.7923,0.8532,0.7663,,529.75,6,3
arm4,0.1,6,0.758,0.7559,0.712,,539.04,6,3
arm4,0.1,7,0.7923,0.8504,0.7663,,539.57,6,3
arm4,0.1,7,0.8,0.8505,0.7772,,538.71,6,3
arm4,0.1,7,0.7887,0.8203,0.7554,,533.75,6,3
arm4,0.1,7,0.789,0.7739,0.75,,541.64,6,3
arm4,0.1,8,0.7387,0.7643,0.6848,,530.55,6,3
arm4,0.1,8,0.7905,0.8412,0.7609,,533.03,6,3
arm4,0.1,8,0.7273,0.7733,0.6902,,532.17,6,3
arm4,0.1,8,0.6952,0.7305,0.6522,,529.94,6,3
arm4,0.1,9,0.7321,0.7785,0.6739,,519.21,6,3
arm4,0.1,8,0.7736,0.8167,0.7391,,522.58,6,3
arm4,0.1,9,0.7358,0.7642,0.6957,,518.0,6,3
arm4,0.1,9,0.7431,0.791,0.6957,,529.46,6,3
arm4,0.1,9,0.6961,0.761,0.663,,526.94,6,3
arm4,0.1,9,0.7867,0.8227,0.7554,,529.08,6,3
arm4,,0,0.7206,0.539,0.625,,511.76,6,3
arm4,,0,0.7251,0.5403,0.625,,519.94,6,3
arm4,,0,0.7407,0.6168,0.6576,,517.03,6,3
arm4,,0,0.76,0.5824,0.6739,,522.17,6,3
arm4,,0,0.7479,0.6133,0.6739,,521.74,6,3
arm4,,1,0.7488,0.798,0.712,,517.25,6,3
arm4,,1,0.7788,0.8034,0.75,,515.61,6,3
arm4,,1,0.7723,0.7889,0.75,,525.68,6,3
arm4,,1,0.756,0.8132,0.7228,,508.0,6,3
arm4,,1,0.823,0.8781,0.7989,,515.7,6,3
arm4,,2,0.7757,0.8131,0.7391,,515.97,6,3
arm4,,2,0.7814,0.8382,0.7446,,517.38,6,3
arm4,,2,0.7463,0.7772,0.7228,,523.83,6,3
arm4,,2,0.7793,0.8238,0.7446,,526.25,6,3
arm4,,2,0.761,0.7791,0.7337,,523.6,6,3
arm4,,3,0.7256,0.7628,0.6793,,528.46,6,3
arm4,,3,0.6906,0.7175,0.625,,526.49,6,3
arm4,,3,0.7248,0.7254,0.6739,,516.11,6,3
arm4,,3,0.7671,0.7719,0.7228,,525.15,6,3
arm4,,3,0.7189,0.7343,0.6685,,526.82,6,3
arm4,,4,0.7981,0.8238,0.7663,,524.56,6,3
arm4,,4,0.78,0.8354,0.7609,,521.1,6,3
arm4,,4,0.8116,0.8492,0.788,,528.95,6,3
arm4,,4,0.7887,0.8316,0.7554,,539.36,6,3
arm4,,4,0.7943,0.7995,0.7663,,523.28,6,3
arm4,,5,0.7343,0.8011,0.7011,,525.21,6,3
arm4,,5,0.7706,0.8195,0.7283,,529.57,6,3
arm4,,5,0.7624,0.8245,0.7391,,532.87,6,3
arm4,,5,0.7097,0.7456,0.6576,,507.68,6,3
arm4,,5,0.744,0.789,0.712,,524.65,6,3
arm4,,6,0.7225,0.7278,0.6576,,523.79,6,3
arm4,,6,0.7319,0.7014,0.6576,,530.53,6,3
arm4,,6,0.7595,0.7382,0.6902,,532.06,6,3
arm4,,6,0.7156,0.7045,0.663,,522.3,6,3
arm4,,6,0.7658,0.756,0.7174,,529.27,6,3
arm4,,7,0.7961,0.8519,0.7717,,519.55,6,3
arm4,,7,0.7923,0.8495,0.7663,,512.3,6,3
arm4,,7,0.7941,0.848,0.7717,,524.84,6,3
arm4,,7,0.7773,0.8179,0.7446,,524.34,6,3
arm4,,7,0.7907,0.7703,0.7554,,524.3,6,3
arm4,,8,0.8075,0.8443,0.7772,,509.14,6,3
arm4,,8,0.7636,0.8015,0.7174,,524.81,6,3
arm4,,8,0.756,0.7881,0.7228,,528.51,6,3
arm4,,8,0.7317,0.7569,0.7011,,522.73,6,3
arm4,,8,0.8317,0.8532,0.8152,,522.46,6,3
arm4,,9,0.7685,0.8054,0.7283,,532.0,6,3
arm4,,9,0.787,0.8158,0.75,,510.31,6,3
arm4,,9,0.7442,0.7762,0.7011,,530.89,6,3
arm4,,9,0.722,0.7688,0.6902,,542.07,6,3
arm4,,9,0.8137,0.8464,0.7935,,541.52,6,3
